"","C13 - Hospitales de media y larga estancia","0407000218","1786","HOSPITAL JOAN MARCH","Balears, Illes","Balears, Illes","Bunyola","CTRA","PALMA-SOLLER","KM. 12","07110","","971212413","871202000","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","13/06/1966","22/05/2007","Modificacion administrativa","U.11 Nutrición y Dietética,U.2 Enfermería,U.59 Fisioterapia,U.60 Terapia ocupacional,U.67 Cuidados paliativos,U.69 Psiquiatría,U.70 Psicología clínica,U.73 Análisis clínicos,U.76 Microbiología y Parasitología,U.80 Laboratorio de hematología,U.83 Farmacia,U.88 Radiodiagnóstico,","39.67892956033","2.6886285418698"
"","C11 - Hospitales Generales","0407000008","1015","CLINICA JUANEDA","Balears, Illes","Balears, Illes","Palma","CALLE","COMPANY","30","07014","","971221297","971731647","","Privados","Privados","27/12/1985","13/12/2019","Renovacion de funcionamiento","U.1 Medicina general/de familia,U.10 Endocrinología,U.100 Transporte sanitario (carretera, aéreo, marítimo),U.101 Terapias no convencionales,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.40 Cirugía cardiaca,U.41 Hemodinámica,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.61 Logopedia,U.62 Foniatría,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.67 Cuidados paliativos,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.900 Otras unidades asistenciales,U.91 Medicina de la educación física y el deporte,U.92 Medicina hiperbárica,U.95 Obtención de tejidos,U.96 Implantación de tejidos,U.98 Medicina aeronáutica,U.99 Medicina del trabajo,","39.57735809785","2.6271929613752"
"","C11 - Hospitales Generales","0407000006","1009","CLINICA JUANEDA MAHON","Balears, Illes","Balears, Illes","Maó-Mahón","AVDA","VIVES LLULL","6","07703","","971369163","971351115","","Privados","Privados","11/06/1996","13/11/2015","Modificacion administrativa","U.1 Medicina general/de familia,U.10 Endocrinología,U.100 Transporte sanitario (carretera, aéreo, marítimo),U.11 Nutrición y Dietética,U.12 Geriatría,U.13 Medicina interna,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.4 Podología,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.59 Fisioterapia,U.6 Alergología,U.61 Logopedia,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.8 Dermatología,U.82 Servicio de transfusión,U.84 Depósito de medicamentos,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,U.91 Medicina de la educación física y el deporte,","39.886402072494","4.2557333490069"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908012300","H08671464","UNITAT TERAPEUTICA-EDUCATIVA ACOMPANYA'M","Cataluña","Barcelona","Barcelona","CALLE","JESUS I MARIA","18-20","08022","MCASTILLO@JDHOSPITALBARCELONA.COM","","932532100","","Privados","Privados","20/04/2018","20/04/2018","Autorizacion de funcionamiento","U.2 Enfermería,U.69 Psiquiatría,U.70 Psicología clínica,U.900 Otras unidades asistenciales,","41.384290968916","2.1017893191104"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908006699","H08002632","CAT/BARCELONA","Cataluña","Barcelona","Cervelló","CSRIO","DE CAN TABA","S/N","08758","","","932014944","","Privados","Privados","07/11/1994","07/11/1994","Autorizacion de funcionamiento","U.71 Atención sanitaria a drogodependientes,","41.54945859907","2.1071153121594"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908005147","H08000184","CLINICA COROLEU - SSR HESTIA.","Cataluña","Barcelona","Barcelona","CALLE","COROLEU","50","08030","ROSA.PUJOL@HESTIAALLIANCE.ORG","933112005","931165500","","Privados","Privados","29/01/1988","15/03/2019","Autorizacion de modificacion","U.2 Enfermería,U.60 Terapia ocupacional,U.69 Psiquiatría,U.84 Depósito de medicamentos,","41.433036319624","2.1869944651671"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908005226","H08002590","COMUNITAT TERAPEUTICA ARENYS DE MUNT","Cataluña","Barcelona","Arenys de Munt","CTRA","BARRI ORIENT  CAN ZARIQUIEY","26","08358","CTAM@CTM-SALUTMENTAL.COM","937951037","937938006","WWW.SALUTMENTAL.CAT","Privados","Privados","25/04/1994","28/05/2018","Autorizacion de modificacion","U.69 Psiquiatría,U.84 Depósito de medicamentos,","41.599574677333","2.5440589806002"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908005224","H08002520","COMUNITAT TERAPEUTICA D' IGUALADA ( A.A.T.)","Cataluña","Barcelona","Igualada","PASEO","VERDAGUER","12","08700","AATBARNA@PANGEA.ORG","","932174108","","Privados","Privados","31/08/1993","02/09/2005","Modificacion administrativa","U.71 Atención sanitaria a drogodependientes,","41.573219512704","1.6338694652423"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0908005391","H08908064","MASIA MASPONS","Cataluña","Barcelona","Pontons","CSRIO","CAL PONS","S/N","08738","INFO@FONTFREGONA.COM","938987121","938987248","WWW.FONTFREGONA.COM","Privados","Privados","15/03/2013","12/06/2014","Autorizacion de modificacion","U.69 Psiquiatría,U.71 Atención sanitaria a drogodependientes,U.84 Depósito de medicamentos,U.900 Otras unidades asistenciales,","41.405924984404","1.5534546967682"
"","C13 - Hospitales de media y larga estancia","0908005265","H08680885","HESTIA GRACIA","Cataluña","Barcelona","Barcelona","CALLE","SECRETARI COLOMA","95","08024","HESTIAGRACIA@HESTIAGRACIA.ORG","932110065","934170400","","Privados","Privados","29/12/2005","28/05/2018","Autorizacion de modificacion","U.2 Enfermería,U.69 Psiquiatría,U.84 Depósito de medicamentos,U.900 Otras unidades asistenciales,","41.410344714542","2.1619411191243"
"","C13 - Hospitales de media y larga estancia","0908005189","H08001075","CENTRE MEDIC MOLINS, SL","Cataluña","Barcelona","Molins de Rei","PASEO","DEL TERRAPLE","97","08750","LLUISPLANAS@CLINICADEMOLINSDEREI.COM","937721570","936680004","","Privados","Privados","29/01/1988","19/02/2019","Autorizacion de modificacion","U.65 Hospital de día,U.84 Depósito de medicamentos,","41.418090916811","2.0107961805027"
"","C13 - Hospitales de media y larga estancia","0908005294","H08907920","AMMA HORTA","Cataluña","Barcelona","Barcelona","AVDA","CAN  MARCET","11","08035","RECEPCION@HORTA.AMMA.ES","934278466","934280092","WWW.AMMA.ES","Privados","Privados","15/10/2010","01/06/2018","Autorizacion de modificacion","U.1 Medicina general/de familia,U.2 Enfermería,U.59 Fisioterapia,U.900 Otras unidades asistenciales,","41.435311227229","2.151475605877"
"","C12 - Hospitales especializados","0908005157","H08000378","CLINICA PLANAS","Cataluña","Barcelona","Barcelona","CALLE","PERE II DE MONTCADA","16","08034","DOCTOR@CLINICA-PLANAS.COM","932057018","932032812","WWW.CLINICA-PLANAS.COM","Privados","Privados","10/08/1989","13/09/2013","Autorizacion de modificacion","U.1 Medicina general/de familia,U.2 Enfermería,U.24 Reumatología,U.26 Ginecología,U.35 Anestesia y Reanimación,U.37 Medicina intensiva,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.52 Otorrinolaringología,U.7 Cardiología,U.8 Dermatología,U.82 Servicio de transfusión,U.84 Depósito de medicamentos,U.88 Radiodiagnóstico,U.900 Otras unidades asistenciales,U.91 Medicina de la educación física y el deporte,","41.399915335223","2.1157711651493"
"","C11 - Hospitales Generales","0908005228","H08002640","HOSPITAL GENERAL PENITENCIARI","Cataluña","Barcelona","Terrassa","CTRA","TORREBONICA","S/N","08227","SUHP@CST.CAT","","937317861","","Otras entidades u organismos públicos","Publicos","03/10/1994","20/02/2019","Autorizacion de modificacion","U.900 Otras unidades asistenciales,","41.556930656767","2.052580391863"
"","C11 - Hospitales Generales","0908005197","H08001212","FUNDACIO HOSPITAL DE L'ESPERIT SANT","Cataluña","Barcelona","Santa Coloma de Gramenet","AVDA","MOSSEN JOSEP PONS I ROBADA","S/N","08923","MESTEVA@HES.SCS.ES / HESPERITSANT@HES.SC","933850100","933869648","","Privados","Privados","10/08/1989","10/08/1989","Autorizacion de funcionamiento","U.1 Medicina general/de familia,U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.16 Neumología,U.17 Neurología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.39 Angiología y Cirugía Vascular,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.59 Fisioterapia,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,","41.437997914698","2.2131446344827"
"","C11 - Hospitales Generales","0908005200","H08001276","HOSPITAL UNIVERSITARI MUTUA DE TERRASSA","Cataluña","Barcelona","Terrassa","PLAZA","DOCTOR ROBERT","5","08221","GERENCIMUTUA@MUTUATERRASSA.ES","937365059","937365050","","Privados","Privados","10/08/1989","10/08/1989","Autorizacion de funcionamiento","U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.16 Neumología,U.17 Neurología,U.19 Oncología,U.20 Pediatría,U.21 Cirugía pediátrica,U.23 Cuidados intensivos neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.41 Hemodinámica,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.49 Neurocirugía,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.65 Hospital de día,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.71 Atención sanitaria a drogodependientes,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.89 Asistencia a lesionados y contaminados por elementos radiactivos y radiaciones ionizantes,U.9 Aparato digestivo,U.90 Medicina preventiva,U.900 Otras unidades asistenciales,U.93 Extracción de órganos,","41.563985709385","2.0170192345504"
"","C11 - Hospitales Generales","0908005209","H08002135","HOSPITAL  GENERAL  DE  VIC","Cataluña","Barcelona","Vic","CALLE","FRANCESC PLA EL VIGATA","1","08500","GERENCIA@HGV.ES","938850308","938891111","","Otras entidades u organismos públicos","Publicos","10/08/1989","01/06/2018","Autorizacion de modificacion","U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.19 Oncología,U.20 Pediatría,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.39 Angiología y Cirugía Vascular,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.63 Cirugía mayor ambulatoria,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.71 Atención sanitaria a drogodependientes,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.89 Asistencia a lesionados y contaminados por elementos radiactivos y radiaciones ionizantes,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,U.99 Medicina del trabajo,","41.936935093018","2.2607978654388"
